polish,english,category,example_pl,example_en,accepted_answers,frequency_rank
lepszą,better,misc,Słowo: lepszą.,Word: better.,"[""better""]",1732
sprzedaje,sells,misc,Słowo: sprzedaje.,The word: sells.,"[""sells""]",1733
przyniosłam,I brought,misc,Słowo: przyniosłam.,Word: brought.,"[""i brought""]",1734
największe,greatest,misc,Słowo: największe.,Word: biggest.,"[""greatest""]",1735
miłej,Enjoy,misc,Słowo: miłej.,Word: nice.,"[""enjoy""]",1736
ryba,fish,misc,Słowo: ryba.,Word: fish.,"[""fish""]",1737
ptaki,birds,misc,Słowo: ptaki.,The word: birds.,"[""birds""]",1738
drobne,fine,adjective,To jest bardzo drobne.,This is very minor.,"[""fine""]",1739
porno,porn,misc,Słowo: porno.,Word: porn.,"[""porn""]",1740
góra,mountain,misc,Słowo: góra.,The word: mountain.,"[""mountain""]",1741
rozmów,calls,misc,Słowo: rozmów.,Word: conversations.,"[""calls""]",1742
jesz,eat,misc,Słowo: jesz.,Word: yesh.,"[""eat""]",1743
obiekt,object,misc,Słowo: obiekt.,Word: object.,"[""object""]",1744
dzieki,thanks,misc,Słowo: dzieki.,Word: thanks.,"[""thanks""]",1745
ekipa,team,misc,Słowo: ekipa.,The word: team.,"[""team""]",1746
porzadku,tidbit,misc,Słowo: porzadku.,Word: order.,"[""tidbit""]",1747
kariery,careers,misc,Słowo: kariery.,Word: careers.,"[""careers""]",1748
enterprise,enterprise,misc,Słowo: enterprise.,Word: enterprise.,"[""enterprise""]",1749
stołu,table,misc,Słowo: stołu.,Word: table.,"[""table""]",1750
marge,marge,misc,Słowo: marge.,Word: marge.,"[""marge""]",1751
randce,dating,misc,Słowo: randce.,Word: dating.,"[""dating""]",1752
przestępstwa,crimes,adjective,To jest bardzo przestępstwa.,This is very much a crime.,"[""crimes""]",1753
marzeń,dreams,misc,Słowo: marzeń.,Word: dreams.,"[""dreams""]",1754
spytaj,ask,misc,Słowo: spytaj.,Word: ask.,"[""ask""]",1755
centów,cents,misc,Słowo: centów.,Word: cents.,"[""cents""]",1756
rządzi,rules,misc,Słowo: rządzi.,The word: ruling.,"[""rules""]",1757
wojsko,military,noun,Widzę wojsko tutaj.,I see the military here.,"[""military""]",1758
pije,drinks,misc,Słowo: pije.,The word: drinks.,"[""drinks""]",1759
ustach,mouth,misc,Słowo: ustach.,Word of mouth.,"[""mouth""]",1760
magazynu,magazine,misc,Słowo: magazynu.,Word: magazine.,"[""magazine""]",1761
śmiać,laugh,verb,Muszę śmiać dzisiaj.,I have to laugh today.,"[""laugh""]",1762
zobaczą,see,misc,Słowo: zobaczą.,Word: they will see.,"[""see""]",1763
zmieniłem,I changed,misc,Słowo: zmieniłem.,Word: changed.,"[""i changed""]",1764
dennis,dennis,misc,Słowo: dennis.,Word: dennis.,"[""dennis""]",1765
potwora,monster,misc,Słowo: potwora.,Word: monster.,"[""monster""]",1766
madame,madame,misc,Słowo: madame.,Word: madame.,"[""madame""]",1767
przewagę,advantage,misc,Słowo: przewagę.,Word: advantage.,"[""advantage""]",1768
zostawiaj,leave,misc,Słowo: zostawiaj.,The word: leave.,"[""leave""]",1769
waż,weigh,misc,Słowo: waż.,Word: weigh.,"[""weigh""]",1770
nicole,nicole,misc,Słowo: nicole.,Word: nicole.,"[""nicole""]",1771
paliwa,fuels,adjective,To jest bardzo paliwa.,This is very fuel.,"[""fuels""]",1772
pragniesz,desire,misc,Słowo: pragniesz.,Word: desire.,"[""desire""]",1773
przygotujcie,prepare,noun,Widzę przygotujcie tutaj.,I see prepare here.,"[""prepare""]",1774
klasa,class,misc,Słowo: klasa.,The word: class.,"[""class""]",1775
wesele,wedding,misc,Słowo: wesele.,The word: wedding.,"[""wedding""]",1776
domku,cottage,misc,Słowo: domku.,Word: cottage.,"[""cottage""]",1777
kanał,channel,misc,Słowo: kanał.,Word: channel.,"[""channel""]",1778
stopnia,degree,misc,Słowo: stopnia.,Word: degrees.,"[""degree""]",1779
walker,walker,misc,Słowo: walker.,Word: walker.,"[""walker""]",1780
strażnik,guard,misc,Słowo: strażnik.,Word: gatekeeper.,"[""guard""]",1781
junior,junior,misc,Słowo: junior.,Word: junior.,"[""junior""]",1782
todd,todd,misc,Słowo: todd.,Word: todd.,"[""todd""]",1783
kwestii,issues,misc,Słowo: kwestii.,Word: issues.,"[""issues""]",1784
przeszła,passed,misc,Słowo: przeszła.,The word: past.,"[""passed""]",1785
gazu,gas,misc,Słowo: gazu.,Word: gas.,"[""gas""]",1786
pewnych,certain,misc,Słowo: pewnych.,Word: certain.,"[""certain""]",1787
samolocie,airplane,noun,To jest samolocie.,This is an airplane.,"[""airplane""]",1788
stanley,stanley,misc,Słowo: stanley.,Word: stanley.,"[""stanley""]",1789
geniuszem,genius,misc,Słowo: geniuszem.,The word: genius.,"[""genius""]",1790
walczy,fights,misc,Słowo: walczy.,The word: struggles.,"[""fights""]",1791
bedziesz,you will,misc,Słowo: bedziesz.,Word: you will.,"[""you will""]",1792
jakbyśmy,as if we,misc,Słowo: jakbyśmy.,Word: as if we.,"[""as if we""]",1793
podłogę,floor,misc,Słowo: podłogę.,The word: floor.,"[""floor""]",1794
przejdźmy,Let's go,misc,Słowo: przejdźmy.,Word: let's move on.,"[""let's go""]",1795
zazdrosna,jealous,adjective,To jest bardzo zazdrosna.,It is very jealous.,"[""jealous""]",1796
magazyn,magazine,misc,Słowo: magazyn.,Word: magazine.,"[""magazine""]",1797
zastanawiałam,wondered,misc,Słowo: zastanawiałam.,Word: wondered.,"[""wondered""]",1798
zauważyłeś,noted,misc,Słowo: zauważyłeś.,Word: you noticed.,"[""noted""]",1799
szczegółów,details,misc,Słowo: szczegółów.,Word: details.,"[""details""]",1800
dochodzenie,investigation,noun,Widzę dochodzenie tutaj.,I see an investigation here.,"[""investigation""]",1801
znajdziecie,you will find,noun,To jest znajdziecie.,This is what you will find.,"[""you will find""]",1802
numeru,number,misc,Słowo: numeru.,Word: number.,"[""number""]",1803
spróbuje,will try,misc,Słowo: spróbuje.,Word: will try.,"[""will try""]",1804
harvey,harvey,misc,Słowo: harvey.,Word: harvey.,"[""harvey""]",1805
straż,guard,misc,Słowo: straż.,The word: guard.,"[""guard""]",1806
zostańcie,stay,noun,To jest zostańcie.,It is a stay.,"[""stay""]",1807
siedź,sit,misc,Słowo: siedź.,Word: sit.,"[""sit""]",1808
pustyni,desert,misc,Słowo: pustyni.,Word: desert.,"[""desert""]",1809
wychodź,go out,misc,Słowo: wychodź.,Word: get out.,"[""go out""]",1810
dziewczynami,girls,misc,Słowo: dziewczynami.,Word: girls.,"[""girls""]",1811
whisky,whisky,misc,Słowo: whisky.,The word: whisky.,"[""whisky""]",1812
czytasz,read,misc,Słowo: czytasz.,Word: you read.,"[""read""]",1813
nagroda,award,misc,Słowo: nagroda.,The word: reward.,"[""award""]",1814
pierścień,ring,misc,Słowo: pierścień.,The word: ring.,"[""ring""]",1815
julian,julian,misc,Słowo: julian.,Word: julian.,"[""julian""]",1816
nogach,legs,misc,Słowo: nogach.,Word: legs.,"[""legs""]",1817
tamto,that,misc,Słowo: tamto.,Word: that one.,"[""that""]",1818
czekałam,waited,misc,Słowo: czekałam.,Word: I was waiting.,"[""waited""]",1819
cele,goals,misc,Słowo: cele.,Word: targets.,"[""goals""]",1820
kamer,cameras,misc,Słowo: kamer.,Word: cameras.,"[""cameras""]",1821
włącz,switch on,misc,Słowo: włącz.,Word: include.,"[""switch on""]",1822
kupa,pile,misc,Słowo: kupa.,Word: poop.,"[""pile""]",1823
ludzkiej,human,misc,Słowo: ludzkiej.,Word: human.,"[""human""]",1824
lecę,I'm flying,misc,Słowo: lecę.,Word: I'm flying.,"[""i'm flying""]",1825
księżniczka,princess,noun,Widzę księżniczka tutaj.,I see a princess here.,"[""princess""]",1826
prochy,ashes,misc,Słowo: prochy.,The word: ashes.,"[""ashes""]",1827
jacyś,some,misc,Słowo: jacyś.,Word: haves.,"[""some""]",1828
rodzinne,family,adjective,To jest bardzo rodzinne.,It's very family-oriented.,"[""family""]",1829
róbcie,do,noun,Widzę róbcie tutaj.,I see do here.,"[""do""]",1830
wszelki,any,misc,Słowo: wszelki.,Word: any.,"[""any""]",1831
nagrody,awards,misc,Słowo: nagrody.,The word: awards.,"[""awards""]",1832
prokurator,prosecutor,misc,Słowo: prokurator.,Word: prosecutor.,"[""prosecutor""]",1833
złość,anger,noun,To jest złość.,This is anger.,"[""anger""]",1834
sekcji,section,misc,Słowo: sekcji.,Word: section.,"[""section""]",1835
włożyć,insert,verb,Lubię włożyć.,I like to put in.,"[""insert""]",1836
rebecca,rebecca,misc,Słowo: rebecca.,Word: rebecca.,"[""rebecca""]",1837
posiadanie,possession,noun,To jest posiadanie.,It is a possession.,"[""possession""]",1838
południowej,southern,misc,Słowo: południowej.,Word: southern.,"[""southern""]",1839
poślubić,marry,verb,Muszę poślubić dzisiaj.,I have to marry today.,"[""marry""]",1840
palić,smoke,verb,Muszę palić dzisiaj.,I have to smoke today.,"[""smoke""]",1841
twierdzą,claim,misc,Słowo: twierdzą.,Word: claim.,"[""claim""]",1842
zamordowany,murdered,adjective,To jest bardzo zamordowany.,It is very much murdered.,"[""murdered""]",1843
smutny,sad,adjective,To jest bardzo smutny.,This is very sad.,"[""sad""]",1844
miałaby,would have,misc,Słowo: miałaby.,Word: would have.,"[""would have""]",1845
zabawna,fun,adjective,To jest bardzo zabawna.,This is very funny.,"[""fun""]",1846
grają,play,misc,Słowo: grają.,The word: play.,"[""play""]",1847
dziewczęta,girls,misc,Słowo: dziewczęta.,The word: girls.,"[""girls""]",1848
zarówno,both,misc,Słowo: zarówno.,Word: both.,"[""both""]",1849
obiecał,promised,misc,Słowo: obiecał.,The word: promised.,"[""promised""]",1850
emeryturę,pension,misc,Słowo: emeryturę.,Word: retirement.,"[""pension""]",1851
dziennik,log,misc,Słowo: dziennik.,Word: journal.,"[""log""]",1852
miewa,has,adjective,To jest bardzo miewa.,This is very miewa.,"[""has""]",1853
wyrwać,rip out,verb,Muszę wyrwać dzisiaj.,I need to break out today.,"[""rip out""]",1854
psów,dogs,misc,Słowo: psów.,Word: dogs.,"[""dogs""]",1855
glina,clay,adjective,To jest bardzo glina.,This is very much a cop out.,"[""clay""]",1856
ron,ron,misc,Słowo: ron.,Word: ron.,"[""ron""]",1857
papierosa,cigarette,misc,Słowo: papierosa.,The word: cigarette.,"[""cigarette""]",1858
pośród,among,misc,Słowo: pośród.,Word: in the midst of.,"[""among""]",1859
interesach,business,misc,Słowo: interesach.,Word: business.,"[""business""]",1860
złaź,get off,misc,Słowo: złaź.,Word: go bad.,"[""get off""]",1861
niezależnie,independently,adverb,Mówię niezależnie po polsku.,I speak Polish independently.,"[""independently""]",1862
krzesło,chair,misc,Słowo: krzesło.,The word: chair.,"[""chair""]",1863
sędziego,referee,misc,Słowo: sędziego.,Word: judge.,"[""referee""]",1864
potworem,monster,misc,Słowo: potworem.,The word: monster.,"[""monster""]",1865
postanowiłem,I decided,misc,Słowo: postanowiłem.,Word: decided.,"[""i decided""]",1866
like,like,misc,Słowo: like.,Word: like.,"[""like""]",1867
wygodnie,conveniently,adverb,Mówię wygodnie po polsku.,I speak Polish comfortably.,"[""conveniently""]",1868
służbie,service,misc,Słowo: służbie.,The word: service.,"[""service""]",1869
drinki,drinks,misc,Słowo: drinki.,The word: drinks.,"[""drinks""]",1870
powinnyśmy,we should,misc,Słowo: powinnyśmy.,Word: we should.,"[""we should""]",1871
przyjechałeś,you arrived,misc,Słowo: przyjechałeś.,Word: you have arrived.,"[""you arrived""]",1872
stolik,table,misc,Słowo: stolik.,The word: table.,"[""table""]",1873
kość,bone,noun,To jest kość.,That's the bone.,"[""bone""]",1874
wyciągnij,pull up,misc,Słowo: wyciągnij.,Word: pull.,"[""pull up""]",1875
pomyślę,think,misc,Słowo: pomyślę.,The word: I will think.,"[""think""]",1876
rozum,reason,misc,Słowo: rozum.,The word: reason.,"[""reason""]",1877
ali,ali,misc,Słowo: ali.,Word: ali.,"[""ali""]",1878
dyrektora,director,misc,Słowo: dyrektora.,Word: director.,"[""director""]",1879
wątpienia,doubts,noun,Widzę wątpienia tutaj.,I see doubts here.,"[""doubts""]",1880
morzu,sea,misc,Słowo: morzu.,Word: sea.,"[""sea""]",1881
chodził,walked,misc,Słowo: chodził.,The word: walked.,"[""walked""]",1882
poczekajcie,wait,noun,Widzę poczekajcie tutaj.,I see wait here.,"[""wait""]",1883
koszulę,shirt,misc,Słowo: koszulę.,The word: shirt.,"[""shirt""]",1884
liczby,numbers,misc,Słowo: liczby.,The word: numbers.,"[""numbers""]",1885
gonna,gonna,adjective,To jest bardzo gonna.,This is very much a chase.,"[""gonna""]",1886
trzecie,third,noun,To jest trzecie.,This is the third.,"[""third""]",1887
zostawisz,leave,misc,Słowo: zostawisz.,Word: you will leave.,"[""leave""]",1888
zestaw,set,misc,Słowo: zestaw.,Word: set.,"[""set""]",1889
najgorszy,worst,misc,Słowo: najgorszy.,The word: worst.,"[""worst""]",1890
snów,dreams,misc,Słowo: snów.,Word: dreams.,"[""dreams""]",1891
szaleństwa,follies,adjective,To jest bardzo szaleństwa.,This is a very crazy thing.,"[""follies""]",1892
oczyścić,clean,verb,Muszę oczyścić dzisiaj.,I need to clean up today.,"[""clean""]",1893
chleb,bread,misc,Słowo: chleb.,The word: bread.,"[""bread""]",1894
spencer,spencer,misc,Słowo: spencer.,Word: spencer.,"[""spencer""]",1895
kupy,poops,misc,Słowo: kupy.,The word: poops.,"[""poops""]",1896
dostaję,I get,misc,Słowo: dostaję.,The word: I get it.,"[""i get""]",1897
skarb,treasure,misc,Słowo: skarb.,Word: treasure.,"[""treasure""]",1898
toba,toba,misc,Słowo: toba.,Word: toba.,"[""toba""]",1899
sztukę,art,misc,Słowo: sztukę.,The word: art.,"[""art""]",1900
kochała,loved,misc,Słowo: kochała.,The word: loved.,"[""loved""]",1901
doktorem,PhD,misc,Słowo: doktorem.,Word: doctor.,"[""phd""]",1902
out,out,misc,Słowo: out.,Word: out.,"[""out""]",1903
trening,training,misc,Słowo: trening.,The word: training.,"[""training""]",1904
nielegalne,illegal,adjective,To jest bardzo nielegalne.,This is very illegal.,"[""illegal""]",1905
bla,bla,misc,Słowo: bla.,Word: blah.,"[""bla""]",1906
ruszajmy,let's move,misc,Słowo: ruszajmy.,Word: let's get moving.,"[""let's move""]",1907
zauważyć,remark,verb,Muszę zauważyć dzisiaj.,I must note today.,"[""remark""]",1908
pierce,pierce,misc,Słowo: pierce.,Word: pierce.,"[""pierce""]",1909
klatki,cages,misc,Słowo: klatki.,The word: cages.,"[""cages""]",1910
niebieskie,blue,adjective,To jest bardzo niebieskie.,It is very blue.,"[""blue""]",1911
dupsko,ass,noun,To jest dupsko.,It's an ass.,"[""ass""]",1912
myślenia,thinking,noun,To jest myślenia.,This is thinking.,"[""thinking""]",1913
szybkie,quick,misc,Słowo: szybkie.,Word: fast.,"[""quick""]",1914
zdecydowałem,decided,misc,Słowo: zdecydowałem.,Word: decided.,"[""decided""]",1915
brooke,brooke,misc,Słowo: brooke.,Word: brooke.,"[""brooke""]",1916
ulicach,streets,misc,Słowo: ulicach.,Word: streets.,"[""streets""]",1917
granice,borders,misc,Słowo: granice.,The word: borders.,"[""borders""]",1918
zabiłam,killed,misc,Słowo: zabiłam.,Word: killed.,"[""killed""]",1919
krótkie,short,misc,Słowo: krótkie.,Word: short.,"[""short""]",1920
spotkam,meet,misc,Słowo: spotkam.,Word: meet.,"[""meet""]",1921
megan,megan,misc,Słowo: megan.,Word: megan.,"[""megan""]",1922
k,k,misc,Słowo: k.,Word: k.,"[""k""]",1923
lubiłem,liked,misc,Słowo: lubiłem.,Word: liked.,"[""liked""]",1924
zjemy,eat,misc,Słowo: zjemy.,Word: we will eat.,"[""eat""]",1925
dawson,dawson,misc,Słowo: dawson.,Word: dawson.,"[""dawson""]",1926
rozdział,chapter,misc,Słowo: rozdział.,Word: chapter.,"[""chapter""]",1927
konsekwencje,consequences,misc,Słowo: konsekwencje.,The word: consequences.,"[""consequences""]",1928
spotka,meet,noun,To jest spotka.,This is a meet.,"[""meet""]",1929
edward,edward,misc,Słowo: edward.,Word: edward.,"[""edward""]",1930
dowódca,commander,misc,Słowo: dowódca.,Word: commander.,"[""commander""]",1931
otworzę,I'll open,misc,Słowo: otworzę.,Word: will open.,"[""i'll open""]",1932
karę,punishment,misc,Słowo: karę.,The word: punishment.,"[""punishment""]",1933
dziewczynkę,girl,misc,Słowo: dziewczynkę.,The word: girl.,"[""girl""]",1934
przyprowadź,bring,misc,Słowo: przyprowadź.,Word: bring.,"[""bring""]",1935
floty,fleets,misc,Słowo: floty.,Word: fleets.,"[""fleets""]",1936
zajebiście,awesome,noun,Widzę zajebiście tutaj.,I see awesome here.,"[""awesome""]",1937
pełny,full,adjective,To jest bardzo pełny.,It is very full.,"[""full""]",1938
eli,eli,misc,Słowo: eli.,Word: eli.,"[""eli""]",1939
kopię,copy of,misc,Słowo: kopię.,Word: copy.,"[""copy of""]",1940
wezwij,call,misc,Słowo: wezwij.,Word: call.,"[""call""]",1941
kluczem,key,misc,Słowo: kluczem.,Word: key.,"[""key""]",1942
gada,reptiles,misc,Słowo: gada.,Word: reptiles.,"[""reptiles""]",1943
ptak,bird,misc,Słowo: ptak.,Word: bird.,"[""bird""]",1944
powiedzą,say,misc,Słowo: powiedzą.,Word: they will say.,"[""say""]",1945
narzędzia,tools,misc,Słowo: narzędzia.,The word: tools.,"[""tools""]",1946
proponuję,I suggest,misc,Słowo: proponuję.,Word: propose.,"[""i suggest""]",1947
tunel,tunnel,misc,Słowo: tunel.,The word: tunnel.,"[""tunnel""]",1948
pozostało,remains,misc,Słowo: pozostało.,The word: remained.,"[""remains""]",1949
najwidoczniej,apparently,misc,Słowo: najwidoczniej.,Word: apparently.,"[""apparently""]",1950
śledzić,follow,verb,Lubię śledzić.,I like to keep track.,"[""follow""]",1951
córce,daughter,misc,Słowo: córce.,Word: daughter.,"[""daughter""]",1952
hasło,password,misc,Słowo: hasło.,Word: password.,"[""password""]",1953
szoku,shock,misc,Słowo: szoku.,The word: shock.,"[""shock""]",1954
wydają,issue,misc,Słowo: wydają.,Word: spend.,"[""issue""]",1955
ceny,prices,adjective,To jest bardzo ceny.,This is very pricey.,"[""prices""]",1956
zapłacisz,pay,misc,Słowo: zapłacisz.,Word: you will pay.,"[""pay""]",1957
szczęśliwe,happy,adjective,To jest bardzo szczęśliwe.,This is very happy.,"[""happy""]",1958
gościu,guest,misc,Słowo: gościu.,Word: guest.,"[""guest""]",1959
odpuścić,forgive,verb,Lubię odpuścić.,I like to let go.,"[""forgive""]",1960
racji,rationale,misc,Słowo: racji.,Word: rationale.,"[""rationale""]",1961
cień,shadow,misc,Słowo: cień.,Word: shadow.,"[""shadow""]",1962
głównej,main,misc,Słowo: głównej.,Word: main.,"[""main""]",1963
dzisiejszego,today's,misc,Słowo: dzisiejszego.,Word: today's.,"[""today's""]",1964
niezwykłe,unusual,misc,Słowo: niezwykłe.,The word: unusual.,"[""unusual""]",1965
lunchu,lunch,misc,Słowo: lunchu.,Word: lunch.,"[""lunch""]",1966
przemyśleć,rethink,verb,Muszę przemyśleć dzisiaj.,I have to think today.,"[""rethink""]",1967
celowo,deliberately,adverb,Mówię celowo po polsku.,I speak Polish on purpose.,"[""deliberately""]",1968
doskonałe,excellent,misc,Słowo: doskonałe.,Word: excellent.,"[""excellent""]",1969
odwołać,cancel,verb,Lubię odwołać.,I like to cancel.,"[""cancel""]",1970
kogokolwiek,anyone,noun,To jest kogokolwiek.,This is anyone's.,"[""anyone""]",1971
dnie,bottoms,adverb,Mówię dnie po polsku.,I speak dna in Polish.,"[""bottoms""]",1972
meg,meg,misc,Słowo: meg.,Word: meg.,"[""meg""]",1973
czarnych,black,misc,Słowo: czarnych.,The word: black.,"[""black""]",1974
młodszy,junior,misc,Słowo: młodszy.,Word: junior.,"[""junior""]",1975
internecie,Internet,noun,To jest internecie.,This is the internet.,"[""internet""]",1976
bogów,gods,misc,Słowo: bogów.,The word: gods.,"[""gods""]",1977
wydał,issued,misc,Słowo: wydał.,Word: issued.,"[""issued""]",1978
anthony,anthony,adjective,To jest bardzo anthony.,This is very anthony.,"[""anthony""]",1979
zajął,took,misc,Słowo: zajął.,Word: seized.,"[""took""]",1980
stracisz,lose,misc,Słowo: stracisz.,Word: you will lose.,"[""lose""]",1981
szukałam,I was looking for,misc,Słowo: szukałam.,Word: searched.,"[""i was looking for""]",1982
wporządku,alright,misc,Słowo: wporządku.,Word: in order.,"[""alright""]",1983
halloween,halloween,misc,Słowo: halloween.,Word: halloween.,"[""halloween""]",1984
wskakuj,hop on,misc,Słowo: wskakuj.,Word: jump in.,"[""hop on""]",1985
zrozumiał,understood,misc,Słowo: zrozumiał.,The word: understood.,"[""understood""]",1986
chodzą,go,misc,Słowo: chodzą.,The word: they walk.,"[""go""]",1987
smak,taste,misc,Słowo: smak.,The word: taste.,"[""taste""]",1988
tajemnice,secrets,misc,Słowo: tajemnice.,The word: mysteries.,"[""secrets""]",1989
jeździ,drives,misc,Słowo: jeździ.,The word: rides.,"[""drives""]",1990
amanda,amanda,misc,Słowo: amanda.,Word: amanda.,"[""amanda""]",1991
myli,confuses,misc,Słowo: myli.,The word: confuses.,"[""confuses""]",1992
władze,authorities,misc,Słowo: władze.,Word: authorities.,"[""authorities""]",1993
wolałabym,I would prefer,misc,Słowo: wolałabym.,Word: would prefer.,"[""i would prefer""]",1994
lauren,lauren,misc,Słowo: lauren.,Word: lauren.,"[""lauren""]",1995
pamiętacie,remember,noun,Widzę pamiętacie tutaj.,I see you remember here.,"[""remember""]",1996
wielkości,volumes,misc,Słowo: wielkości.,Word: volumes.,"[""volumes""]",1997
stanowiska,posts,noun,Widzę stanowiska tutaj.,I see the posts here.,"[""posts""]",1998
got,got,misc,Słowo: got.,Word: got.,"[""got""]",1999
mcgee,mcgee,misc,Słowo: mcgee.,Word: mcgee.,"[""mcgee""]",2000
